,col1,col2,value
173,ORP_Anoxic_2,ORP_Anoxic_1,0.6205732659122272
174,ORP_Anoxic_2,MLSS_Anoxic_1,-0.17954003092525264
175,ORP_Anoxic_2,PH_Anoxic_2,-0.0033570610985257077
176,ORP_Anoxic_2,ORP_Anoxic_2,1.0
177,ORP_Anoxic_2,MLSS_Anoxic_2,-0.5137205572604339
178,ORP_Anoxic_2,TOC_in_total,-0.2837593105621406
179,ORP_Anoxic_2,TOC_out,-0.28715868983054066
180,MLSS_Anoxic_2,PH_Areation_1,0.026653873327514514
181,MLSS_Anoxic_2,ORP_Areation_1,0.028517559856437984
182,MLSS_Anoxic_2,MLSS_Areation_1,0.579110308164627
183,MLSS_Anoxic_2,DO_Areation_2,0.19966963253962106
184,MLSS_Anoxic_2,PH_Areation_2,-0.19162382879415
185,MLSS_Anoxic_2,ORP_Areation_2,0.44361903607666275
186,MLSS_Anoxic_2,MLSS_Areation_2,0.4429036152479661
187,MLSS_Anoxic_2,PH_Anoxic_1,0.32848748060911653
188,MLSS_Anoxic_2,ORP_Anoxic_1,-0.26549124226677284
189,MLSS_Anoxic_2,MLSS_Anoxic_1,0.4194425398320583
190,MLSS_Anoxic_2,PH_Anoxic_2,0.2285947232197192
191,MLSS_Anoxic_2,ORP_Anoxic_2,-0.5137205572604339
192,MLSS_Anoxic_2,MLSS_Anoxic_2,1.0
193,MLSS_Anoxic_2,TOC_in_total,0.06210486793461002
194,MLSS_Anoxic_2,TOC_out,0.11173871894077461
195,TOC_in_total,PH_Areation_1,-0.22447375681753115
196,TOC_in_total,ORP_Areation_1,-0.1560860136516687
197,TOC_in_total,MLSS_Areation_1,0.1997072770105873
198,TOC_in_total,DO_Areation_2,0.07902195399066812
199,TOC_in_total,PH_Areation_2,-0.12736454878984046
200,TOC_in_total,ORP_Areation_2,-0.11012040166919589
201,TOC_in_total,MLSS_Areation_2,0.20146996881589294
202,TOC_in_total,PH_Anoxic_1,0.18207891781170263
203,TOC_in_total,ORP_Anoxic_1,-0.027971657614726655
204,TOC_in_total,MLSS_Anoxic_1,-0.07455199242795728
205,TOC_in_total,PH_Anoxic_2,-0.19958639609432566
206,TOC_in_total,ORP_Anoxic_2,-0.2837593105621406
207,TOC_in_total,MLSS_Anoxic_2,0.06210486793461002
208,TOC_in_total,TOC_in_total,1.0
209,TOC_in_total,TOC_out,0.17362211059476254
210,TOC_out,PH_Areation_1,-0.21600814759447237
211,TOC_out,ORP_Areation_1,-0.1060741432982087
212,TOC_out,MLSS_Areation_1,0.4171338504283933
213,TOC_out,DO_Areation_2,0.07317459293318768
214,TOC_out,PH_Areation_2,-0.2140191776903101
215,TOC_out,ORP_Areation_2,0.037335709911140054
216,TOC_out,MLSS_Areation_2,0.448508884985235
217,TOC_out,PH_Anoxic_1,0.039756009945931585
218,TOC_out,ORP_Anoxic_1,-0.013599551245064368
219,TOC_out,MLSS_Anoxic_1,-0.030750805341806898
220,TOC_out,PH_Anoxic_2,-0.2630457640078028
221,TOC_out,ORP_Anoxic_2,-0.28715868983054066
222,TOC_out,MLSS_Anoxic_2,0.11173871894077461
223,TOC_out,TOC_in_total,0.17362211059476254
224,TOC_out,TOC_out,1.0
